event_name,group_name,attendees,venue_event_link,event_state,event_city,event_street,Google_Map_Link,event_lat,event_lng,address,region_id
Monthly meeting and Trip planning,New York Caving Meetup Group,6,https://www.meetup.com/New-York-Cavers/events/275376807,NY,New York,  569 Hudson St,https://www.google.com/maps/search/api=1&query=40.735905%2C-74.006180,40.735845,-74.00596,"  569 Hudson St,New York,NY",280
Urban Athletics: Ride to Fort Totten,"NYC Chill Hiking, Camping, and Other Activities",11,https://www.meetup.com/NYC-Chill-Hiking-Camping-Meetup/events/275600105,NY,New York,27 W 24th St Suite 800B,https://www.google.com/maps/search/api=1&query=Flatiron+Public+Plaza%2C+27+W+24th+St+Suite+800B%2C+New+York%2C+NY%2C+10010%2C+us&query_place_id=ChIJ8Yt6BKRZwokRQoQtLN9_2T8,42.73539279999999,-73.7132298,"27 W 24th St Suite 800B,New York,NY",280
Social Distancing 5 Mile Flushing Meadows Hike & Picnic,The New York Afternoon Hiking Meetup,43,https://www.meetup.com/AfternoonHiking/events/275489061,NY,New York,Flushing Meadows Pedestrian Bridge & Roosevelt Ave,https://www.google.com/maps/search/api=1&query=40.754204%2C-73.845550,43.360712,-78.264583,"Flushing Meadows Pedestrian Bridge & Roosevelt Ave,New York,NY",280
Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",1,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,NY,New York,Your Guide will meet you when you get out from the train at Poughkeepsie,https://www.google.com/maps/search/api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us,40.709686,-74.011674,"Your Guide will meet you when you get out from the train at Poughkeepsie,New York,NY",280
Grand Central Social Distancing Private History Tour,SINGLES TRAVEL AND ADVENTURE!,1,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275494893,NY,New York,90 West 42nd Street (Across from Grand Central),https://www.google.com/maps/search/api=1&query=40.753000%2C-73.977060,40.754663,-73.98316700000002,"90 West 42nd Street (Across from Grand Central),New York,NY",280
Two Wheel Tuesday @ Skyline Drive-In,NYC Motorcycle Meetup,2,https://www.meetup.com/NYC-Motorcycle-Meetup/events/275733307,NY,Brooklyn,1 Oak St,https://www.google.com/maps/search/api=1&query=Skyline+Drive+In+NYC%2C+1+Oak+St%2C+Brooklyn%2C+NY%2C+11222%2C+us&query_place_id=ChIJe78hxQZZwokRYHIKHuWDkck,40.6501038,-73.9495823,"1 Oak St,Brooklyn,NY",278
Everything has a Silver Lining ,Staten Island Hiking Meetup,4,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275570259,NY,Staten Island,Silver Lake Park Road/Corner of Forest Avenue,https://www.google.com/maps/search/api=1&query=Silver+Lake+Park+Road%2FCorner+of+Forest+Avenue%2C+Staten+Island%2C+NY%2C+10301%2C+us,40.6273629,-74.0980605,"Silver Lake Park Road/Corner of Forest Avenue,Staten Island,NY",281
"Book to be discussed: ""Memorial"" by Bryan Washington",The Third Monday Gay Men's Book Club,11,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/274555482,NY,New York,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/api=1&query=40.767810%2C-73.962010,40.764918,-73.955159,"939 Lexington Avenue (between E. 68th & E. 69th Streets),New York,NY",280
Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,4,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,42.81143,-76.879806,"Virtual Online Meeting,New York,NY",280
"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,13,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,NY,Manhattan,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/api=1&query=40.734240%2C-73.999084,40.77427,-73.96981,"425 Avenue of the Americas (Sixth Avenue and 10th Street,Manhattan,NY",279
Storytime at Columbus Library,Midtown Mamas,0,https://www.meetup.com/Midtown-Mamas/events/275726908,NY,New York,742 10th Ave (between 50 and 51 Sts.,https://www.google.com/maps/search/api=1&query=742+10th+Ave+%28between+50+and+51+Sts.%2C+New+York%2C+NY%2C+us,40.76668400000001,-73.996493,"742 10th Ave (between 50 and 51 Sts.,New York,NY",269
Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),5,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275203425,NY,New York,10 Columbus Cir,https://www.google.com/maps/search/api=1&query=40.768580%2C-73.983185,40.76768,-73.982152,"10 Columbus Cir,New York,NY",269
"weekly astronomy / physics, see details section for RSVP info, sometimes cancels","#""AAA.org & Darwin fans!"" Astronomy, Evolution, Science, NYC",3,https://www.meetup.com/NYC-Evolution-Meetup/events/275687387,NY,New York,link in description of event,https://www.google.com/maps/search/api=1&query=40.712784%2C-74.005943,40.799948,-73.95119,"link in description of event,New York,NY",269
ZOOM EVENT: WHY ARE SOME PEOPLE CRUEL,Cafe Philo New York,5,https://www.meetup.com/New-York-Cafe-Philo/events/275622033,NY,New York,10 South William St,https://www.google.com/maps/search/api=1&query=40.704727%2C-74.010640,40.704804,-74.01039399999998,"10 South William St,New York,NY",269
Photography thru The Met,Michael Downey Photography,1,https://www.meetup.com/MAD-Photo-Excursions/events/275653524,NY,New York,1000 5th Avenue,https://www.google.com/maps/search/api=1&query=40.782570%2C-73.965470,40.7127281,-74.0060152,"1000 5th Avenue,New York,NY",269
"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,https://www.meetup.com/photography-classes-nyc/events/274851102,NY,New York,51 W 14th St #3r,https://www.google.com/maps/search/api=1&query=40.737290%2C-73.995834,42.7245634,-73.7009225,"51 W 14th St #3r,New York,NY",269
"Book to be discussed: ""Memorial"" by Bryan Washington",The Third Monday Gay Men's Book Club,11,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/274555482,NY,New York,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/api=1&query=40.767810%2C-73.962010,40.764918,-73.955159,"939 Lexington Avenue (between E. 68th & E. 69th Streets),New York,NY",269
"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,13,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,NY,Manhattan,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/api=1&query=40.734240%2C-73.999084,40.77427,-73.96981,"425 Avenue of the Americas (Sixth Avenue and 10th Street,Manhattan,NY",268
Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,4,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,42.81143,-76.879806,"Virtual Online Meeting,New York,NY",269
A Discussion of Sense & Sensibility by Jane Austen ,Jane Austen Book Club NYC,8,https://www.meetup.com/jane-austen-book-club-nyc/events/275546658,NY,New York ,1085 5th Avenue ,https://www.google.com/maps/search/api=1&query=1085+5th+Avenue+%2C+New+York+%2C+NY%2C+10128%2C+us,40.7127281,-74.0060152,"1085 5th Avenue ,New York ,NY",270
Winter Hike Series: Central Park Full Loop,PLACES NYC,67,https://www.meetup.com/placesnyc/events/275567902,NY,New York,Grand Army Plaza,https://www.google.com/maps/search/api=1&query=Grand+Army+Plaza%2C+Grand+Army+Plaza%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJ36kJb_BYwokROPefLSa2Knk,40.76437960000001,-73.97337390000001,"Grand Army Plaza,New York,NY",269
Speed Dating (21-39 years olds) - VIRTUAL,20s and 30s Going Out Group of Pittsburgh,8,https://www.meetup.com/20s-and-30s-Going-Out-Group-of-Pittsburgh/events/275588682,NY,New York,Online,https://www.google.com/maps/search/api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us,40.6988321,-73.9946772,"Online,New York,NY",269
Central Park Hike | Winter Walk @ Strawberry Fields Forever ,Evenings and Weekends in New York City,37,https://www.meetup.com/E-W-N-Y-C/events/275551803,NY,New York,102 W 73rd St,https://www.google.com/maps/search/api=1&query=40.778040%2C-73.978680,40.778054,-73.978373,"102 W 73rd St,New York,NY",269
* Central Park Fun Run  & Then Drinks!  *,Meetup's Beginning Runners  Group,4,https://www.meetup.com/BeginningRunners/events/275711040,NY,New York,Central Park West at the corner of W. 85th Street ,https://www.google.com/maps/search/api=1&query=40.784611%2C-73.969826,40.778168,-73.974531,"Central Park West at the corner of W. 85th Street ,New York,NY",269
***Korean Holiday Dinner with NYC Girlfriends at The Bann***,NYC Girlfriend Get-Togethers,22,https://www.meetup.com/NYC-Girlfriend-Get-Togethers/events/274426830,NY,New York,350 W 50th St,https://www.google.com/maps/search/api=1&query=40.762880%2C-73.987976,40.7127281,-74.0060152,"350 W 50th St,New York,NY",269
"Mix & Mingle Meetup (Drink Specials, Ice Breakers)",NYC Fun & Social Singles!,3,https://www.meetup.com/NYC-Fun-Social-Singles/events/275154463,NY,New York,60 E 41st St,https://www.google.com/maps/search/api=1&query=Stout+NYC+%7E+Grand+Central%2C+60+E+41st+St%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJTaNaDAFZwokRcQPOZA4DXhM,40.751774,-73.97926600000002,"60 E 41st St,New York,NY",269
JAMS Events Presents: Boxers VS Lingerie,JAMS EVENTS,1,https://www.meetup.com/meetup-group-jiajbidy/events/275478969,NY,New York,Brooklyn,https://www.google.com/maps/search/api=1&query=40.710617%2C-73.933624,40.6501038,-73.9495823,"Brooklyn,New York,NY",269
Winter Wonderland Walk (Central Park Social Stroll),"The New York City Social Group (20,000+ members!)",2,https://www.meetup.com/NYC-Social/events/275529639,NY,New York,W 67th St,https://www.google.com/maps/search/api=1&query=40.774240%2C-73.981140,40.77741810000001,-73.9886877,"W 67th St,New York,NY",269
Friday Parties @ DL Rooftop/Slate/Vnyl,NYC Social Events/Singles/New Arrival/International,3,https://www.meetup.com/NYC-Social-Events-Singles-New-Arrival-International/events/275719619,NY,New York,"95 Delancey Street (On the corner of Delancey & Ludlow), New York, NY ",https://www.google.com/maps/search/api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY+%2C+New+York%2C+NY%2C+us,40.71876500000001,-73.989317,"95 Delancey Street (On the corner of Delancey & Ludlow), New York, NY ,New York,NY",269
Museum of Ice Cream- TBD,Classy Dimes NYC ,5,https://www.meetup.com/classy-dimes-nyc/events/275615173,NY,New York ,558 Broadway Avenue,https://www.google.com/maps/search/api=1&query=558+Broadway+Avenue%2C+New+York+%2C+NY%2C+10012%2C+us,40.6766891,-73.90072420000001,"558 Broadway Avenue,New York ,NY",270
A FRIDAY NIGHT WINE ESCAPE!,Bay Ridge Friends,1,https://www.meetup.com/bayridgefriends/events/275740701,NY,New York,405 W 44th St,https://www.google.com/maps/search/api=1&query=40.760090%2C-73.992110,40.759843,-73.99173499999998,"405 W 44th St,New York,NY",269
Saturday Night Karaoke!,Queens Madness Karaoke of New York,1,https://www.meetup.com/MadnessKaraoke/events/275789618,NY,Woodside,49-10 Skillman ave. ,https://www.google.com/maps/search/api=1&query=49-10+Skillman+ave.+%2C+Woodside%2C+NY%2C+us,40.7453529,-73.90978249999998,"49-10 Skillman ave. ,Woodside,NY",271
Health-ier Monday: Dinner at XYST (Mediterranean-Inspired Vegan),NYC,4,https://www.meetup.com/NYC-Lets-Do-Things-After-Work-20s-and-30s/events/269315957,NY,New York,44 W 17th St,https://www.google.com/maps/search/api=1&query=40.738667%2C-73.994500,40.738444,-73.993328,"44 W 17th St,New York,NY",269
Swan Dive (Free Comedy Show - Every Thursday),NYC Indie Comedy Scene,1,https://www.meetup.com/Brooklyn-Stand-up-comedy-show-Meetup-Group/events/275780865,NY,Brooklyn,647 Grand St,https://www.google.com/maps/search/api=1&query=40.711578%2C-73.946426,40.6501038,-73.9495823,"647 Grand St,Brooklyn,NY",267
Friday Parties @ DL Rooftop/ Slate/Vnyl,Singles NYC International,3,https://www.meetup.com/Singles-NYC-International/events/275473516,NY,New York,95 Delancey Street (On the corner of Delancey & Ludlow),https://www.google.com/maps/search/api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY%2C+us,40.71871,-73.989236,"95 Delancey Street (On the corner of Delancey & Ludlow),New York,NY",269
VIRTUAL Monthly Potluck,"Old, Weird & Don't Care Who Knows It",10,https://www.meetup.com/Old-Weird-Dont-Care-Who-Knows-It/events/275236615,NY,Brooklyn,(Mickey will email or private message full sign-in information for this video conference.),https://www.google.com/maps/search/api=1&query=40.678177%2C-73.944160,40.693601,-73.997609,"(Mickey will email or private message full sign-in information for this video conference.),Brooklyn,NY",267
Super Secret Comedy Experience - A LaughEasy Production,Free Drink and Free Stand-Up Comedy Show,2,https://www.meetup.com/New-York-Underground-Stand-Up-Comedy-Meetup/events/275759682,NY,New York,77 E 7th St,https://www.google.com/maps/search/api=1&query=40.727444%2C-73.986305,40.727339,-73.986802,"77 E 7th St,New York,NY",269
Tango Crash Course,Argentine Tango NYC,1,https://www.meetup.com/tangonyc/events/275714379,NY,New York,500 8th ave 3rd fl,https://www.google.com/maps/search/api=1&query=40.752983%2C-73.992530,40.7127281,-74.0060152,"500 8th ave 3rd fl,New York,NY",269
"Bootcamp workout at Island Park on Main St in Williamsville, NY","Free outdoor men's workouts in Buffalo,NY - F3 Buffalo",4,https://www.meetup.com/Free-outdoor-mens-workouts-in-Buffalo-NY-F3-Buffalo/events/275722270,NY,Williamsville,5577 Main St,https://www.google.com/maps/search/api=1&query=5577+Main+St%2C+Williamsville%2C+NY%2C+14221%2C+us,42.9637836,-78.73772579999998,"5577 Main St,Williamsville,NY",277
Buffalo Stammtisch,Buffalo German Language and Culture Meetup,2,https://www.meetup.com/Buffalo-German-Language-and-Culture-Meetup/events/275766299,NY,Buffalo,1770 Hertel Ave #3002,https://www.google.com/maps/search/api=1&query=Dash%27s+Market%2C+1770+Hertel+Ave+%233002%2C+Buffalo%2C+NY%2C+14216%2C+us&query_place_id=ChIJzdoEpNZt04kRrGL7moMkqLQ,42.9478816,-78.84338170000002,"1770 Hertel Ave #3002,Buffalo,NY",276
Monthly Meeting,Buffalo Movie & Video Makers (BM-VM),2,https://www.meetup.com/Buffalo-Movie-Video-Makers-BM-VM/events/275715640,NY,Buffalo,880 Alberta Drive,https://www.google.com/maps/search/api=1&query=42.989670%2C-78.817215,42.989684,-78.817307,"880 Alberta Drive,Buffalo,NY",276
Gong Sound Bath,Rochester Gong Sound Bath,1,https://www.meetup.com/meetup-group-jynXdUjX/events/275746829,NY,Rochester,716 University Ave,https://www.google.com/maps/search/api=1&query=43.155586%2C-77.583100,43.1576969,-77.58829159999998,"716 University Ave,Rochester,NY",299
Gallery Reading with Psychic Medium Steven Albert hosted by Healthy Alternatives,"Rochester friends meditation, sound & wellness group",2,https://www.meetup.com/Rochester-Friends-Who-Meditate/events/275489140,NY,Rochester,14 Maryknoll Park,https://www.google.com/maps/search/api=1&query=43.228004%2C-77.546326,43.228101,-77.54638800000002,"14 Maryknoll Park,Rochester,NY",299
Guided Sound Healing Meditation,Light Works! Your Local Metaphysical Group,2,https://www.meetup.com/Light-Works/events/275538451,NY,Rochester,4358 Culver Rd,https://www.google.com/maps/search/api=1&query=43.228176%2C-77.546220,43.228057,-77.546591,"4358 Culver Rd,Rochester,NY",299
Jim's channeling at his home,Metaphysical Study and Support Group,0,https://www.meetup.com/metastudy/events/275625861,NY,East Rochester,505 West Spruce St,https://www.google.com/maps/search/api=1&query=43.113266%2C-77.498400,43.113155,-77.498198,"505 West Spruce St,East Rochester,NY",298
Exciting Bible Study,Rochester Christian Ministry Meetup,1,https://www.meetup.com/Rochester-Christian-Ministry-Meetup/events/275778411,NY,Rochester,3910 Buffalo Rd,https://www.google.com/maps/search/api=1&query=3910+Buffalo+Rd%2C+3910+Buffalo+Rd%2C+Rochester%2C+NY%2C+14624%2C+us&query_place_id=ChIJ1y8eC0qt1okRNm2E6yyMqTk,43.137123,-77.76814300000002,"3910 Buffalo Rd,Rochester,NY",299
Argentine Tango Instruction of Rochester,Argentine Tango Instruction of Rochester,1,https://www.meetup.com/Argentine-Tango-Instruction-of-Rochester/events/275714981,NY,Rochester,2000 Highland ,https://www.google.com/maps/search/api=1&query=43.137085%2C-77.560715,43.1317291,-77.59833370000003,"2000 Highland ,Rochester,NY",299
Argentine Tango Lesson Series,Rochester Argentine Tango Meetup Group,1,https://www.meetup.com/Argentine-Tango-Meetup-Group/events/275779491,NY,Rochester,815 Park Ave,https://www.google.com/maps/search/api=1&query=Immanuel+Baptist+Church%2C+815+Park+Ave%2C+Rochester%2C+NY%2C+14607%2C+us&query_place_id=ChIJ1aUTW3e11okROljrudC9Ytk,43.157285,-77.615214,"815 Park Ave,Rochester,NY",299
 Discovery Center 3 miler hike/snowshoe,Hiking Mates of the Capital Region,20,https://www.meetup.com/hikingmates/events/275306402,NY,Albany,195 New Karner Rd,https://www.google.com/maps/search/api=1&query=42.719080%2C-73.864490,42.716875,-73.866881,"195 New Karner Rd,Albany,NY",256
Country Gals-Northville loop,CC Riders,8,https://www.meetup.com/CCRiders518/events/275499346,NY,Latham,605 Loudon Rd,https://www.google.com/maps/search/api=1&query=Stewart%27s+Shops%2C+605+Loudon+Rd%2C+Latham%2C+NY%2C+12110%2C+us&query_place_id=ChIJk4Z2KDsM3okRovJ41BVPQEM,42.7508409,-73.75920079999999,"605 Loudon Rd,Latham,NY",258
Walk in Watervliet ,"Walk for Fun, Fitness and Friendship",12,https://www.meetup.com/WALK-FOR-FUN-FITNESS-AND-FRIENDSHIP/events/275674683,NY,Menands,595 Broadway,https://www.google.com/maps/search/api=1&query=595+Broadway%2C+Menands%2C+NY%2C+12204%2C+us,42.705978,-73.71333299999998,"595 Broadway,Menands,NY",259
Watervliet Futsal (Soccer) | Fridays 5:30PM,Capital District Sports Pick-up Games,1,https://www.meetup.com/Capital-Region-Outdoor-Pick-up-Games/events/275794209,NY,Watervliet,1300 2nd Ave,https://www.google.com/maps/search/api=1&query=42.724010%2C-73.702751,42.7300784,-73.70122990000002,"1300 2nd Ave,Watervliet,NY",260
French Conversation Table,Language Enthusiasts of the Capital Region,9,https://www.meetup.com/Language-Enthusiasts-of-the-Capital-Region/events/275288303,NY,Latham,3 Lear Jet Lane Suite 102A,https://www.google.com/maps/search/api=1&query=42.753143%2C-73.781265,42.752078,-73.779801,"3 Lear Jet Lane Suite 102A,Latham,NY",258
Tuesday Knight Gaming!,Albany Game Knights,1,https://www.meetup.com/Albany-Game-Knight/events/275733881,NY,Albany,161 Washington Ave Ext,https://www.google.com/maps/search/api=1&query=42.695354%2C-73.846321,42.698334,-73.850463,"161 Washington Ave Ext,Albany,NY",256
Open Boardgame Nite in Albany,Capital Region Game Enthusiasts,1,https://www.meetup.com/CapitalRegionGameEnthusiasts/events/275756293,NY,Albany,1238 Central Avenue,https://www.google.com/maps/search/api=1&query=1238+Central+Avenue%2C+Albany%2C+NY%2C+us,42.5986896,-73.9843997,"1238 Central Avenue,Albany,NY",256
The Prophet Jeremiah,Capital District Bible Study,1,https://www.meetup.com/Captial-District-Bible-Study/events/275736846,NY,Albany,1510 Central Ave Suite 107,https://www.google.com/maps/search/api=1&query=42.712749%2C-73.828018,42.7133734,-73.82793620000002,"1510 Central Ave Suite 107,Albany,NY",256
Yahtzee game day at Panera Bread on Wolf Road,Capital District Social,3,https://www.meetup.com/capital-district-social/events/275790670,NY,Colonie,65 Wolf Rd #100,https://www.google.com/maps/search/api=1&query=Panera+Bread%2C+65+Wolf+Rd+%23100%2C+Colonie%2C+NY%2C+12205%2C+us&query_place_id=ChIJD2esj54M3okR0u7YmKrsz00,42.7134076,-73.81389709999998,"65 Wolf Rd #100,Colonie,NY",257
Singalong and Story Time for Kids,Family fun in Brooklyn,1,https://www.meetup.com/Family-fun-in-Brooklyn/events/275769551,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/api=1&query=40.661053%2C-73.993462,40.6501038,-73.9495823,"695 5th Ave,Brooklyn,NY",305
Storytime at Columbus Library,Midtown Mamas,0,https://www.meetup.com/Midtown-Mamas/events/275726908,NY,New York,742 10th Ave (between 50 and 51 Sts.,https://www.google.com/maps/search/api=1&query=742+10th+Ave+%28between+50+and+51+Sts.%2C+New+York%2C+NY%2C+us,40.76668400000001,-73.996493,"742 10th Ave (between 50 and 51 Sts.,New York,NY",306
Mini Stand Up Comedy Show,Park Slope Out Door Comedy,3,https://www.meetup.com/Brooklyn-Comedy-and-Dessert/events/275577009,NY,Brooklyn,471 5th Ave,https://www.google.com/maps/search/api=1&query=40.668129%2C-73.986946,40.6501038,-73.9495823,"471 5th Ave,Brooklyn,NY",305
Secrets of Healthy Indian cooking--Learn from Mukti,Mukti's Kitchen,1,https://www.meetup.com/MuktisKitchen/events/275795016,NY,Brooklyn,816 Beverley Road,https://www.google.com/maps/search/api=1&query=816+Beverley+Road%2C+Brooklyn%2C+NY%2C+11218%2C+us,40.643516,-73.971522,"816 Beverley Road,Brooklyn,NY",305
Vegan Trifecta in Greenpoint,NYC Vegans,95,https://www.meetup.com/nycvegans/events/269358168,NY,Brooklyn,620 Manhattan Ave,https://www.google.com/maps/search/api=1&query=40.723590%2C-73.950500,40.6979098,-73.9991942,"620 Manhattan Ave,Brooklyn,NY",305
Write-In!,Staten Island Writers,1,https://www.meetup.com/StatenIsland-Writers/events/275733509,NY,Staten Island,2655 Richmond Ave Suite 1590,https://www.google.com/maps/search/api=1&query=Barnes+%26+Noble%2C+2655+Richmond+Ave+Suite+1590%2C+Staten+Island%2C+NY%2C+10314%2C+us&query_place_id=ChIJCUcr0WRMwokRhT01xPEZBTo,40.5827357,-74.165911,"2655 Richmond Ave Suite 1590,Staten Island,NY",307
The Cornwall Writers' Circle,The Cornwall Writers Circle,4,https://www.meetup.com/The-Cornwall-Writers-Circle/events/275736365,NY,New York,See Description Box for,https://www.google.com/maps/search/api=1&query=40.742947%2C-73.984604,40.867384,-73.926406,"See Description Box for,New York,NY",306
Shut Up & Write! East Village/Lower East Side,Shut Up & Write! NYC,1,https://www.meetup.com/shutupandwriteNYC/events/275778873,NY,New York,26 1st Avenue,https://www.google.com/maps/search/api=1&query=40.723694%2C-73.987831,40.7587979,-73.96234270000002,"26 1st Avenue,New York,NY",306
Mnemophrenia by Eirini Konstantinidou,Oddball Cinema,4,https://www.meetup.com/Oddball-Cinema/events/274644312,NY,New York,250 Greenwich St Floor 46,https://www.google.com/maps/search/api=1&query=40.713417%2C-74.011930,40.7134054,-74.012074,"250 Greenwich St Floor 46,New York,NY",306
AWOL - After Work Origami Lovers,OMG NYC (Origami Meetup Group! NYC),1,https://www.meetup.com/omgnyc/events/275779873,NY,New York,330 7th Ave,https://www.google.com/maps/search/api=1&query=40.747787%2C-73.993164,40.7399925,-73.99837070000002,"330 7th Ave,New York,NY",306
January Book Club (The Chicken Sisters by KJ DellAntonia),Explore Syracuse,4,https://www.meetup.com/explore-syracuse/events/275189940,NY,Syracuse,TBD,https://www.google.com/maps/search/api=1&query=TBD%2C+Syracuse%2C+NY%2C+us,43.0481221,-76.1474244,"TBD,Syracuse,NY",308
Craft Beer Meet and Greet: The Evergreen,Salt City Collective,2,https://www.meetup.com/Salt-City-Collective/events/275716531,NY,Syracuse,125 East Water Street,https://www.google.com/maps/search/api=1&query=43.050720%2C-76.151253,43.0502951,-76.14947629999998,"125 East Water Street,Syracuse,NY",308
Toastmasters Good Morning Syracuse Weekly Rendezvous - NOW ONLINE!,Good Morning Syracuse Toastmasters Meetup,4,https://www.meetup.com/Good-Morning-Syracuse-Toastmasters-Meetup/events/275745516,NY,Syracuse,235 Harrison Street,https://www.google.com/maps/search/api=1&query=43.044697%2C-76.149933,43.0445888,-76.1499365,"235 Harrison Street,Syracuse,NY",308
Destination Writing,Meetups @ Coworking spaces in Syracuse,2,https://www.meetup.com/SyracuseCoWorks/events/275755736,NY,Syracuse,TBD,https://www.google.com/maps/search/api=1&query=TBD%2C+Syracuse%2C+NY%2C+us,43.0481221,-76.1474244,"TBD,Syracuse,NY",308
 An In-Depth Look at John's Gospel,Hudson Valley Independent Catholics,1,https://www.meetup.com/Hudson-Valley-Independent-Catholics/events/275735054,NY,Wappingers Falls,1491 U.S. 9,https://www.google.com/maps/search/api=1&query=1491+U.S.+9%2C+Wappingers+Falls%2C+ny%2C+12590%2C+us,41.5965635,-73.9112103,"1491 U.S. 9,Wappingers Falls,NY",297
"Poughkeepsie, NY: Arlington Rotary TM, Online Meeting",Public Speaking/Leadership in NY by District 53 Toastmasters,1,https://www.meetup.com/Public-Speaking-Leadership-in-NY-by-District-53-Toastmasters/events/275703116,NY,Poughkeepsie,3399 North Rd,https://www.google.com/maps/search/api=1&query=41.722561%2C-73.932465,41.7065539,-73.9283672,"3399 North Rd,Poughkeepsie,NY",296
Beginners Tai Chi Class,The Westchester Tai Chi Meetup Group,3,https://www.meetup.com/taichi-118/events/275789258,NY,Bronxville,"101 Pondfield Road West, 2nd Floor",https://www.google.com/maps/search/api=1&query=101+Pondfield+Road+West%2C+2nd+Floor%2C+Bronxville%2C+NY%2C+10708%2C+us,40.93815,-73.83208,"101 Pondfield Road West, 2nd Floor,Bronxville,NY",314
Beach Volleyball Downtown Monday,Volleyball NYC,1,https://www.meetup.com/meetup-group-HrEHXOPJ/events/275713776,NY,New York,Pier 25 Hudson River Greenway,https://www.google.com/maps/search/api=1&query=Pier+25+Hudson+River+Greenway%2C+New+York%2C+NY%2C+us,40.7461415,-74.0082847,"Pier 25 Hudson River Greenway,New York,NY",317
Winchester Wednesdays,Pioneer Shooting Center / RT Smoke-n-Guns,2,https://www.meetup.com/Pioneer-Shooting-Center-RT-Smoke-n-Guns/events/275755754,NY,Mount Vernon,2 South Sixth Avenue,https://www.google.com/maps/search/api=1&query=2+South+Sixth+Avenue%2C+Mount+Vernon%2C+NY%2C+us,40.911145,-73.83895600000002,"2 South Sixth Avenue,Mount Vernon,NY",316
HHRG Lighthouse Run,Hamilton Heights Running Group (HHRG),1,https://www.meetup.com/Hamilton-Heights-Running-Group/events/275722778,NY,New York,Northwest Corner,https://www.google.com/maps/search/api=1&query=40.828545%2C-73.945389,40.7108545,-73.79325250000002,"Northwest Corner,New York,NY",317
Westchester Choral Artists,Westchester Choral Artists,1,https://www.meetup.com/meetup-group-cNnMqDAv/events/275780030,NY,Hastings-On-Hudson,8 Main St,https://www.google.com/maps/search/api=1&query=Upstream+Gallery%2C+8+Main+St%2C+Hastings-On-Hudson%2C+NY%2C+10706%2C+us&query_place_id=ChIJuf4Dm_PswokRuYKvzTGBAus,40.9946622,-73.8785922,"8 Main St,Hastings-On-Hudson,NY",315
COME TO A CONTEMPORARY ART EXHIBITION RECEPTION!,Scarsdale Contemporary Art Meetup,3,https://www.meetup.com/Scarsdale-Contemporary-Art-Meetup/events/275789835,NY,Scarsdale,37 Popham Rd,https://www.google.com/maps/search/api=1&query=40.988850%2C-73.807510,40.988661,-73.807422,"37 Popham Rd,Scarsdale,NY",318
